mwo_id,equipment_id,description,status,dm_urgency,hm_priority,assigned_tech,consumed_sku,manual_log,start_date
MWO-2026-5813,EQ-13,Routine check 5813,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5814,EQ-14,Routine check 5814,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5815,EQ-15,Routine check 5815,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5816,EQ-16,Routine check 5816,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5817,EQ-17,Routine check 5817,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5818,EQ-18,Routine check 5818,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5819,EQ-19,Routine check 5819,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5820,EQ-20,Routine check 5820,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5821,EQ-21,Routine check 5821,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5822,EQ-22,Routine check 5822,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5823,EQ-23,Routine check 5823,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5824,EQ-24,Routine check 5824,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5825,EQ-25,Routine check 5825,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5826,EQ-26,Routine check 5826,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5827,EQ-27,Routine check 5827,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5828,EQ-28,Routine check 5828,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5829,EQ-29,Routine check 5829,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5830,EQ-30,Routine check 5830,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5831,EQ-31,Routine check 5831,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5832,EQ-32,Routine check 5832,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5833,EQ-33,Routine check 5833,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5834,EQ-34,Routine check 5834,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5835,EQ-35,Routine check 5835,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5836,EQ-36,Routine check 5836,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5837,EQ-37,Routine check 5837,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5838,EQ-38,Routine check 5838,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5839,EQ-39,Routine check 5839,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5840,EQ-40,Routine check 5840,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5841,EQ-41,Routine check 5841,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5842,EQ-42,Routine check 5842,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5843,EQ-43,Routine check 5843,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5844,EQ-44,Routine check 5844,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5845,EQ-45,Routine check 5845,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5846,EQ-46,Routine check 5846,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5847,EQ-47,Routine check 5847,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5848,EQ-48,Routine check 5848,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5849,EQ-49,Routine check 5849,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5850,EQ-50,Routine check 5850,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5851,EQ-51,Routine check 5851,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5852,EQ-52,Routine check 5852,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5853,EQ-53,Routine check 5853,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5854,EQ-54,Routine check 5854,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5855,EQ-55,Routine check 5855,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5856,EQ-56,Routine check 5856,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5857,EQ-57,Routine check 5857,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5858,EQ-58,Routine check 5858,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5859,EQ-59,Routine check 5859,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5860,EQ-60,Routine check 5860,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5861,EQ-61,Routine check 5861,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5862,EQ-62,Routine check 5862,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5863,EQ-63,Routine check 5863,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5864,EQ-64,Routine check 5864,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5865,EQ-65,Routine check 5865,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5866,EQ-66,Routine check 5866,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5867,EQ-67,Routine check 5867,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5868,EQ-68,Routine check 5868,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5869,EQ-69,Routine check 5869,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5870,EQ-70,Routine check 5870,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5871,EQ-71,Routine check 5871,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5872,EQ-72,Routine check 5872,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5873,EQ-73,Routine check 5873,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5874,EQ-74,Routine check 5874,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5875,EQ-75,Routine check 5875,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5876,EQ-76,Routine check 5876,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5877,EQ-77,Routine check 5877,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5878,EQ-78,Routine check 5878,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5879,EQ-79,Routine check 5879,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5880,EQ-80,Routine check 5880,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5881,EQ-81,Routine check 5881,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5882,EQ-82,Routine check 5882,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5883,EQ-83,Routine check 5883,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5884,EQ-84,Routine check 5884,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5885,EQ-85,Routine check 5885,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5886,EQ-86,Routine check 5886,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5887,EQ-87,Routine check 5887,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5888,EQ-88,Routine check 5888,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5889,EQ-89,Routine check 5889,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5890,EQ-90,Routine check 5890,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5891,EQ-91,Routine check 5891,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5892,EQ-92,Routine check 5892,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5893,EQ-93,Routine check 5893,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5894,EQ-94,Routine check 5894,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5895,EQ-95,Routine check 5895,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5896,EQ-96,Routine check 5896,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5897,EQ-97,Routine check 5897,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5898,EQ-98,Routine check 5898,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5899,EQ-99,Routine check 5899,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5900,EQ-0,Routine check 5900,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5901,EQ-1,Routine check 5901,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5902,EQ-2,Routine check 5902,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5903,EQ-3,Routine check 5903,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5904,EQ-4,Routine check 5904,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5905,EQ-5,Routine check 5905,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5906,EQ-6,Routine check 5906,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5907,EQ-7,Routine check 5907,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5908,EQ-8,Routine check 5908,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5909,EQ-9,Routine check 5909,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5910,EQ-10,Routine check 5910,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5911,EQ-11,Routine check 5911,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5912,EQ-12,Routine check 5912,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5913,EQ-13,Routine check 5913,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5914,EQ-14,Routine check 5914,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5915,EQ-15,Routine check 5915,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5916,EQ-16,Routine check 5916,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5917,EQ-17,Routine check 5917,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5918,EQ-18,Routine check 5918,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5919,EQ-19,Routine check 5919,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5920,EQ-20,Routine check 5920,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5921,EQ-21,Routine check 5921,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5922,EQ-22,Routine check 5922,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5923,EQ-23,Routine check 5923,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5924,EQ-24,Routine check 5924,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5925,EQ-25,Routine check 5925,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5926,EQ-26,Routine check 5926,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5927,EQ-27,Routine check 5927,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5928,EQ-28,Routine check 5928,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5929,EQ-29,Routine check 5929,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5930,EQ-30,Routine check 5930,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5931,EQ-31,Routine check 5931,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5932,EQ-32,Routine check 5932,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5933,EQ-33,Routine check 5933,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5934,EQ-34,Routine check 5934,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5935,EQ-35,Routine check 5935,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5936,EQ-36,Routine check 5936,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5937,EQ-37,Routine check 5937,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5938,EQ-38,Routine check 5938,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5939,EQ-39,Routine check 5939,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5940,EQ-40,Routine check 5940,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5941,EQ-41,Routine check 5941,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5942,EQ-42,Routine check 5942,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5943,EQ-43,Routine check 5943,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5944,EQ-44,Routine check 5944,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5945,EQ-45,Routine check 5945,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5946,EQ-46,Routine check 5946,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5947,EQ-47,Routine check 5947,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5948,EQ-48,Routine check 5948,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5949,EQ-49,Routine check 5949,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5950,EQ-50,Routine check 5950,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5951,EQ-51,Routine check 5951,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5952,EQ-52,Routine check 5952,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5953,EQ-53,Routine check 5953,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5954,EQ-54,Routine check 5954,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5955,EQ-55,Routine check 5955,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5956,EQ-56,Routine check 5956,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5957,EQ-57,Routine check 5957,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5958,EQ-58,Routine check 5958,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5959,EQ-59,Routine check 5959,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5960,EQ-60,Routine check 5960,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5961,EQ-61,Routine check 5961,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5962,EQ-62,Routine check 5962,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5963,EQ-63,Routine check 5963,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5964,EQ-64,Routine check 5964,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5965,EQ-65,Routine check 5965,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5966,EQ-66,Routine check 5966,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5967,EQ-67,Routine check 5967,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5968,EQ-68,Routine check 5968,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5969,EQ-69,Routine check 5969,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5970,EQ-70,Routine check 5970,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5971,EQ-71,Routine check 5971,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5972,EQ-72,Routine check 5972,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5973,EQ-73,Routine check 5973,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5974,EQ-74,Routine check 5974,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5975,EQ-75,Routine check 5975,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5976,EQ-76,Routine check 5976,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5977,EQ-77,Routine check 5977,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5978,EQ-78,Routine check 5978,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5979,EQ-79,Routine check 5979,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5980,EQ-80,Routine check 5980,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5981,EQ-81,Routine check 5981,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5982,EQ-82,Routine check 5982,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5983,EQ-83,Routine check 5983,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5984,EQ-84,Routine check 5984,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5985,EQ-85,Routine check 5985,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5986,EQ-86,Routine check 5986,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5987,EQ-87,Routine check 5987,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5988,EQ-88,Routine check 5988,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5989,EQ-89,Routine check 5989,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5990,EQ-90,Routine check 5990,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5991,EQ-91,Routine check 5991,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5992,EQ-92,Routine check 5992,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5993,EQ-93,Routine check 5993,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5994,EQ-94,Routine check 5994,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5995,EQ-95,Routine check 5995,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5996,EQ-96,Routine check 5996,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5997,EQ-97,Routine check 5997,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5998,EQ-98,Routine check 5998,UNASSIGNED,Normal,Normal,,,,
MWO-2026-5999,EQ-99,Routine check 5999,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6000,EQ-0,Routine check 6000,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6001,EQ-1,Routine check 6001,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6002,EQ-2,Routine check 6002,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6003,EQ-3,Routine check 6003,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6004,EQ-4,Routine check 6004,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6005,EQ-5,Routine check 6005,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6006,EQ-6,Routine check 6006,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6007,EQ-7,Routine check 6007,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6008,EQ-8,Routine check 6008,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6009,EQ-9,Routine check 6009,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6010,EQ-10,Routine check 6010,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6011,EQ-11,Routine check 6011,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6012,EQ-12,Routine check 6012,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6013,EQ-13,Routine check 6013,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6014,EQ-14,Routine check 6014,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6015,EQ-15,Routine check 6015,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6016,EQ-16,Routine check 6016,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6017,EQ-17,Routine check 6017,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6018,EQ-18,Routine check 6018,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6019,EQ-19,Routine check 6019,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6020,EQ-20,Routine check 6020,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6021,EQ-21,Routine check 6021,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6022,EQ-22,Routine check 6022,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6023,EQ-23,Routine check 6023,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6024,EQ-24,Routine check 6024,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6025,EQ-25,Routine check 6025,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6026,EQ-26,Routine check 6026,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6027,EQ-27,Routine check 6027,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6028,EQ-28,Routine check 6028,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6029,EQ-29,Routine check 6029,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6030,EQ-30,Routine check 6030,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6031,EQ-31,Routine check 6031,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6032,EQ-32,Routine check 6032,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6033,EQ-33,Routine check 6033,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6034,EQ-34,Routine check 6034,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6035,EQ-35,Routine check 6035,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6036,EQ-36,Routine check 6036,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6037,EQ-37,Routine check 6037,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6038,EQ-38,Routine check 6038,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6039,EQ-39,Routine check 6039,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6040,EQ-40,Routine check 6040,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6041,EQ-41,Routine check 6041,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6042,EQ-42,Routine check 6042,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6043,EQ-43,Routine check 6043,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6044,EQ-44,Routine check 6044,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6045,EQ-45,Routine check 6045,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6046,EQ-46,Routine check 6046,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6047,EQ-47,Routine check 6047,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6048,EQ-48,Routine check 6048,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6049,EQ-49,Routine check 6049,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6050,EQ-50,Routine check 6050,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6051,EQ-51,Routine check 6051,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6052,EQ-52,Routine check 6052,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6053,EQ-53,Routine check 6053,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6054,EQ-54,Routine check 6054,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6055,EQ-55,Routine check 6055,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6056,EQ-56,Routine check 6056,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6057,EQ-57,Routine check 6057,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6058,EQ-58,Routine check 6058,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6059,EQ-59,Routine check 6059,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6060,EQ-60,Routine check 6060,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6061,EQ-61,Routine check 6061,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6062,EQ-62,Routine check 6062,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6063,EQ-63,Routine check 6063,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6064,EQ-64,Routine check 6064,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6065,EQ-65,Routine check 6065,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6066,EQ-66,Routine check 6066,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6067,EQ-67,Routine check 6067,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6068,EQ-68,Routine check 6068,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6069,EQ-69,Routine check 6069,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6070,EQ-70,Routine check 6070,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6071,EQ-71,Routine check 6071,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6072,EQ-72,Routine check 6072,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6073,EQ-73,Routine check 6073,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6074,EQ-74,Routine check 6074,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6075,EQ-75,Routine check 6075,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6076,EQ-76,Routine check 6076,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6077,EQ-77,Routine check 6077,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6078,EQ-78,Routine check 6078,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6079,EQ-79,Routine check 6079,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6080,EQ-80,Routine check 6080,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6081,EQ-81,Routine check 6081,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6082,EQ-82,Routine check 6082,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6083,EQ-83,Routine check 6083,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6084,EQ-84,Routine check 6084,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6085,EQ-85,Routine check 6085,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6086,EQ-86,Routine check 6086,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6087,EQ-87,Routine check 6087,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6088,EQ-88,Routine check 6088,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6089,EQ-89,Routine check 6089,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6090,EQ-90,Routine check 6090,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6091,EQ-91,Routine check 6091,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6092,EQ-92,Routine check 6092,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6093,EQ-93,Routine check 6093,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6094,EQ-94,Routine check 6094,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6095,EQ-95,Routine check 6095,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6096,EQ-96,Routine check 6096,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6097,EQ-97,Routine check 6097,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6098,EQ-98,Routine check 6098,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6099,EQ-99,Routine check 6099,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6100,EQ-0,Routine check 6100,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6101,EQ-1,Routine check 6101,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6102,EQ-2,Routine check 6102,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6103,EQ-3,Routine check 6103,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6104,EQ-4,Routine check 6104,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6105,EQ-5,Routine check 6105,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6106,EQ-6,Routine check 6106,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6107,EQ-7,Routine check 6107,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6108,EQ-8,Routine check 6108,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6109,EQ-9,Routine check 6109,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6110,EQ-10,Routine check 6110,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6111,EQ-11,Routine check 6111,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6112,EQ-12,Routine check 6112,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6113,EQ-13,Routine check 6113,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6114,EQ-14,Routine check 6114,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6115,EQ-15,Routine check 6115,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6116,EQ-16,Routine check 6116,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6117,EQ-17,Routine check 6117,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6118,EQ-18,Routine check 6118,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6119,EQ-19,Routine check 6119,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6120,EQ-20,Routine check 6120,UNASSIGNED,Normal,Normal,,,,
MWO-2026-6121,EQ-21,Routine check 6121,UNASSIGNED,Normal,Normal,,,,
